1,3,5,6,7,8,10,19,20,27,29,34,35,37,40,41,42,43,49,50,74,80,82,84,86,88,90,92,100,110,111,245,246,250,255,260,265,300,301,302,303,440,490,500,502,504,505,506,513,520,530,533,536,538,546,590,591,592,600,610,611,630,650,651,653,690,700,710,711,730,740,776,810,830,856,949,950,992,994,997,998,999
ocn429667401,OCoLC,2.00908E+13,,cr bn|||||||||,090807s1976    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o429667401;  |a(CStRLIN)CDKGR6058280-B,  |aADA026320|bDTI,  |aAD#|cAD#|dAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57BP76051,  |aNPS-57BP76051,,,"1 |aBall, Robert E.",,,10|aStructural response of fluid-containing-tanks to penetrating projectiles (hydraulic ram)|h[electronic resource] :|ba comparison of experimental and analytical results /|cR.E. Ball.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1976.",,  |a105 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: ""naval Weapons Center China Lake, CA 93555 nad the Joint Technical Coordinating Group/Aircraft Survivability--Cover.;  |a""May 1976""--Cover.;  |a""NPS-57BP76051""--Cover.;  |aAuthor(s) subject terms: Aircraft survivability, aircraft vulnerability, hydraulic ram, fluid-structure interaction.",,  |aIncludes bibliographical references (p. 84-87).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1976.,"  |aThis report presents the results of a study of (1) the fluid hydraulic ram pressures in a fluid-containing-tank caused by a penetrating projectile, and (2) the transient response of the entry and exit walls of the tank due to the fluid pressure. The experimental and analytical hydraulic ram and structural response programs at the Naval Weapons Center (NWC) and the Naval Postgraduate School (NPS) are briefly described. The computer analyses for the fluid pressure at the entry and exit walls and the transient entry and exit wall strains are described in detail. Comparisons are made of the predicted wall strains with the circular entry wall strains, measured at NPS, and the square exit wall strains, measured at NWC. Good agreement in the form of the strain histories is obtained, but the magnitudes of the predicted strains are smaller than those of the measured strains. This study contributes to the knowledge of the hydraulic ram phenomenon and associated fluid-structure interaction, and should provide some useful information for the design of aircraft fuel tanks. (Author)",  |aAlso available in print.,,,  |aMode of access: World Wide Web.;  |aSystem requirements: Adobe Acrobat reader.,,,,,,,,, 0|aHydraulic rams.; 0|aAirplanes|xFuel tanks|xDesign and construction.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,41|uhttp://handle.dtic.mil/100.2/ADA026320,  |lgen|nL|aTJ905|b.B22|s1|tnorm|u00001|i32768001729635,,,  |aC0|bAD#,,,
ocn428439246,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090729s1974    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428439246;  |a;  |a;  |a;  |a,  |aAD0776536|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57FU74021,  |aNPS-57FU74021,,,"1 |aFuhs, Allen E.",,,"10|aFY 73 Hydraulic ram studies /|c[by] A.E. Fuhs, R.E. Ball, and H.L. Power.",,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1974.",,  |a78 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Weapons Center, China Lake, California 93555 and Air Force Flight Dynamics Laboratory, Wright-Patterson AFB, Ohio 45433""--Cover.;  |a""February 1974""--Cover.;  |a""NPS-57Fu74021""--Cover.;  |a""Final report for period 1 July 1972 - 30 June 1973."";  |aAuthor(s) subject terms: Aircraft survivability, aircraft vulnerability, fuel cells, hydraulic ram.",,  |aIncludes bibliographical references (p. 75),,"  |a""Approved for public release; distribution unlimited""--Cover.","  |aTechnical report; February 1, 1974.",  |aA report is made on the progress of FY 73 hydraulic ram studies. Preliminary analytical and experimental studies of the shock and cavity phases of hydraulic ram have been made to add to basic understanding of the fluid-structural interactions. The work should contribute to the understanding of the hydraulic ram phenomenon and provide useful information for designing survivable fuel tanks in aircraft. (Author),,,,,,,,,,,,," 0|aHydraulic rams.; 0|aAirplanes|xFuel tanks|xDesign and construction.; 0|aAirplanes, Military|xCombat survivability.",,,,"1 |aBall, Robert E.;1 |aPower, Howard Leon.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aTJ905|b.F9|s1|tnorm|u00001|i32768001729643,,,  |aC0|bAD#,,,
ocn428452708,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090729s1974    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428452708;  |a;  |a;  |a;  |a,  |aAD0784736|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57PH74081,  |aNPS-57PH74081,,,"1 |aPower, Howard Leon.",,,10|aFY 74 experimental hydraulic ram studies /|c[by] H.L. Power.,30|aFiscal Year 74 experimental hydraulic ram studies,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1974.",,  |a67 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Weapons Center, China Lake, California 93555""--Cover.;  |a""August 1974""--Cover.;  |a""NPS-57Ph74081""--Cover.;  |a""Final report for period 1 July 1973 - 30 June 1974."";  |aAuthor(s) subject terms: Aircraft survivability, aircraft vulnerability, fuel cells, hydraulic ram.",,  |aIncludes bibliographical references (p. 58),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1974.,"  |aThe document is a report on the progress of FY74 experimental Hydraulic Ram Studies. Penetration, Shock, and Drag phases of hydraulic ram were studied to understand this complicated phenomenon. (Author)",,,,,,,,,,,,, 0|aHydraulic rams.; 0|aAirplanes|xFuel tanks|xDesign and construction.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aTJ905|b.P8|s1|tnorm|u00001|i32768001729650,,,  |aC0|bAD#,,,
ocn428452649,OCoLC,2.01006E+13,m        b        ,cr cga---uuuuu,090729s1975    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428452649;  |a;  |a;  |a;  |a,  |aADA012598|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-57PH75061,  |aNPS-57PH75061,,,"1 |aPower, Howard Leon.",,,10|aFY 75 experimental hydraulic ram studies /|c[by] H.L. Power.,30|aFiscal Year 1975 experimental hydraulic ram studies,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1975.",,  |aPAGINATION :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Naval Weapons Center""--Cover.;  |a""June 1975""--Cover.;  |a""NPS-57Ph75061""--Cover.;  |a""Final report for period 1 July 1974 - 30 June 1975."";  |aAuthor(s) subject terms: Aircraft survivability, aircraft vulnerability, fuel cells, hydraulic ram.",,  |aIncludes bibliographical references (p. 45-46),,"  |a""Approved for public release; distribution unlimited""--Cover.","  |aTechnical report; June 1, 1975.",  |aThis document is a report on the progress of FY 75 experimental Hydraulic Ram Studies. The shock and drag phases of hydraulic ram were studied to understand this complicated phenomenum. (Author),,,,,,,,,,,,," 0|aHydraulic rams.; 0|aAirplanes|xFuel tanks|xDesign and construction.; 0|aAirplanes, Military|xCombat survivability.",,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aTJ905|b.P83|s1|tnorm|u00001|i32768001729668,,,  |aC0|bAD#,,,
ocn434042429,OCoLC,2.00908E+13,,cr bn|||||||||,090827s1972    caua     b   f000 0 eng d,,,,,,,  |a(Sirsi) o434042429;  |a(CStRLIN)CDKGR6058385-B,  |aAD0755539|bDTI,  |aAD#|cAD#|dAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-59CI72121A,  |aNPS-59CI72121A,,,"1 |aCantin, Gilles.",,,"10|aThree dimensional finite element studies.|nPart 1,|pservice routines /|cby Gilles Cantin.",,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1972.",,  |a71 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |aSponsoring military activity: Naval Weapons Center, China Lake, California.;  |a""December 1972""--Cover.;  |a""NPS-59CI72121A""--Cover.;  |aDTIC Identifiers: Computer aided analysis, finite element analysis, stiffness methods.;  |aAuthor(s) key words: Isoparametric, finite elements, computer code, linear equation solver.",,  |aIncludes bibliographical references (p. 62-63).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1965.,"  |aIn the report, service routines are developed for linear, quadratic and cubic finite elements for two and three dimensional regions. Also, an equation solver of very large capacity is developed for systems of linear equations where the matrix of coefficients is symmetrical, positive definite and tightly banded along the main diagonal.",,,,,,,,  |ack/ 8/27/09.,,,,, 0|aFinite element method|xComputer programs.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA297|b.C18|s1|tnorm|c00001|u00001|i32768001731359,,,  |aC0|bAD#,,,
ocn432059863,OCoLC,2.00908E+13,,cr bn|||||||||,090820s1972    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o432059863;  |a(CStRLIN)CDKGR6058387-B,  |aAD0745876|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-55ZE72061A,  |aNPS-55ZE72061A,,,"1 |aZehna, Peter W.",,,10|aSome alternatives to exponential smoothing in demand forecasting /|cby Peter W. Zehna.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1972.",,  |a38 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""June 1972""--Cover.;  |a""NPS-55ZE72061A""--Cover.;  |aDTIC Descriptors: Maximum likelihood estimation, bayesian estimation, exponential smoothing;  |aAuthor(s) key words: Inventory theory, exponential smoothing, forecasting, mean absolute deviation, reorder levels, bayesian methods, maximum likelihood estimation.",,  |aIncludes bibliographical references (p. 1972).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1972.,"  |aThe report contains a study devoted to a comparison of exponential smoothing with other alternatives to demand forecasting. Special attention is paid to the stock-out risks assumed whenever reorder levels are set using the various methods being compared. Models presently used by NavSup are employed in order that the results be applicable to the system in use. Simulation techniques are used for drawing comparisons. For constant mean, normal demand, it is shown that exponential smoothing does not produce as accurate results as ordinary maximum likelihood techniques. For the case of a linear mean changing with time, it is shown that the two methods are about comparable. Finally, a sequential Bayes forecasting method is defined and found to compare quite favorably with exponential smoothing. The need for additional study of Bayesian methods is established. (Author)",,,,,,,,,,,,, 0|aTime-series analysis.; 0|aInventory control|xMathematical models.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA280|b.Z4|s1|tnorm|u00001|i32768001731375,,,  |aC0|bAD#,,,
ocn428728594,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090730s1975    cau      bt  f000 0 eng d,,,,,,,  |a(Sirsi) o428728594;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,  |aADA010814|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-53FE75041,  |aNPS-53FE75041,,,"1 |aFranke, Richard H.",,,10|aLocally determined smooth interpolation at irregularly spaced points in several variables /|cRichard Franke.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1975.",,  |a22 p. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Chief of Naval Research, Arlington, Virginia 22217""--Cover.;  |a""April 1975""--Cover.;  |a""NPS-53Fe75041""--Cover.;  |a""Technical report for period January 1975 - March 1975."";  |aAuthor(s) subject terms: Interpolation, several variables, smooth interpolation.",,  |aIncludes bibliographical references (p. 21),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1975.,"  |aA class of methods for local interpolation at irregularly spaced points for functions of two or more variables is developed. The methods are based on a weighted average of the values of local interpolating functions, with the local interpolating functions and the weighting functions chosen so as to incorporate the desired smoothness. Numerical results for several interpolation functions from this class are compared with global approximations, some of which are local when implemented on a computer.",,,,,,,,,,,,, 0|aFunctions of several complex variables.; 0|aInterpolation.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA281|b.F7|s1|tnorm|u00001|i32768001731383,,,  |aC0|bAD#,,,
ocn425740892,OCoLC,2.00907E+13,,cr bn|||||||||,090715s1978    caua     bt  f000 0 eng d,,,,,,,  |a(Sirsi) o425740892;  |a(CStRLIN)CDKGR6058389-B,  |aADA055425|bDTI,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-53-78-002,  |aNPS-53-78-002,,,"1 |aFranke, Richard H.",,,10|aSmooth surface approximation by a local method of interpolation at scattered points /|cRichard Franke.,,,,"  |aMonterey, Calif. :|bNaval Postgraduate School,|c1978.",,  |a54 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""Prepared for: Chief of Naval Research""--Cover.;  |a""Final report for period January - March 1978""--Cover.;  |a""NPS-53-78-002""--Cover.;  |aAuthor(s) subject terms: Scattered data, interpolation, surface approximation, optimal approximation, local methods.",,  |aIncludes bibliographical references (p. 52).,,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; April 1978.,"  |aThis report describes a computer program which constructs a surface passing through a set of data points (x sub k,y sub k,f sub k), k = 1,...,n. It is based on previous work, but uses a somewhat different approach which takes advantage of the nature of the approximations used and incorporates experience gained in the ensuing period. The surfaces are defined for all (x,y) points and have continuous second partial derivatives.",,,,,,,,,,,,," 0|aInterpolation|xComputer programs.; 0|aFunctions.; 0|aSurfaces, Algebraic.; 0|aApproximation theory|xComputer programs.",,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA281|b.F72|s1|tnorm|u00001|i32768001731391,,,  |aC0|bAD#,,,
ocn430835916,OCoLC,2.01007E+13,m        b        ,cr cga---uuuuu,090817s1972    cau      bt  f000 0 eng d,,,,,,,  |a(Sirsi) o430835916;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a;  |a,,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-55EA72051A,  |aNPS-55EA72051A,,,"1 |aElster, Richard S.",,,10|aControlling the influences of component variables /|cby R.S. Elster.,,,,"  |aMonterey, California :|bNaval Postgraduate School,|c1972.",,  |a16 p. :|bill. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""May 1972""--Cover.;  |a""NPS-55EA72051A""--Cover.;  |aAuthor(s) subject terms: Performance evaluation, decision making, composite, controlled weights, component measures.",,  |aIncludes bibliographical references (p. 13),,"  |a""Approved for public release; distribution unlimited""--Cover.",  |aTechnical report; 1972.,"  |aIn the comparison of military units or systems, many attributes including performance, might be measured.  One general approach to determining 2which system is best involves forming a composite measure of the differentially weighted component measures.  It is fairly common practice to control the component means and variances; it is less common, and more difficult, to control component covariances and, thus, to control the contribution of a component to the variance of the composite measure (variable).  This paper presents a method leading to a computer procedure for assigning equal or differential influences on the composite by the use of component means, standard deviations, and cova4riances.  In this method covariance terms are allocated equally between each pair of components.  Two numerical examples are given herein, one illustrating equal and the other unequal weighting.  The technique appears to be both fast and precise. (Author)",,,,,,,,,,,,, 0|aMathematical analysis.; 0|aDecision making.,,,,,2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA297|b.E4|s1|tnorm|u00001|i32768001731607,,,  |aC0|bAD#,,,
ocn428125355,OCoLC,2.01006E+13,,,090728s1976    cau      b   f000 0 eng d,,,,,,,  |a(Sirsi) o428125355;  |a;  |a;  |a;  |a,  |aADA024059,  |aAD#|cAD#,,,,  |aAD#A,,,,,,0 |aD 208.14/2:NPS-53FE76041,  |aNPS-53FE76041,,,"1 |aBell, Edison L.",,,12|aA numerical comparison of Toeplitz equation solving algorithms /|cEdison L. Bell and Richard Franke.,,,,,,  |a12 p. ;|c28 cm.,,,,,,"  |aTitle from cover.;  |a""NPS-53Fe76041""--Cover.;  |a""April 1976""--Cover.",,  |aIncludes bibliographical references (p. 11),,"  |a""Approved for public release; distribution is unlimited""--Cover.",  |aTechnical report; 1976.,"  |aThis report presents the results of a test of the numerical accuracy of some Toeplitz equation-solving algorithms. A typical autocorrelation function of signal plus noise was used to form the Toeplitz coefficient matrix. Thirty separate data sets of systems of order 4 through 128 were formed, and the resulting equations were solved by each of four different algorithms. IMSL's LEQT1F Gauss elimination procedure, run in double precision, was used as the standard for comparison of accuracies. The results show that the Levinson algorithm is to be recommended for small (order 16) systems to which it is applicable. Otherwise, the algorithm of choice is the Bareiss algorithm.",,,,,,,,  |ack/ 7/30/09.,,,,, 0|aNumerical analysis|xData processing.; 0|aToeplitz operators.; 0|aLinear operators.; 0|aMatrices.,,,,"1 |aFranke, Richard.",2 |aNaval Postgraduate School (U.S.),,,,,,,,  |lgen|nL|aQA297|b.F748|s1|tnorm|u00001|i32768001731615,,,  |aC0|bAD#,,,
